TEMPLATE_ID,TEMPLATE_NAME,DISPLAY_NAME,LINE,START_REMOVED_YN,REQUIRED_STATUS_C,FLO_MEAS_ID,DISP_NAME,ROW_TYP_C,VAL_TYPE_C,UNITS,MINVALUE,MAX_VAL,INTAKE_TYP_C,OUTPUT_TYP_C,MIN_AGE,MAX_AGE,SEX_C
1,DATA RECORD,Data,3,,,4,Fall Risk,1,8,,,,,,,,
1,DATA RECORD,Data,4,,,3,BM,1,8,,,,,,,,
1006,EHC ONCBCN HEMATOLOGY T HEMOPHILIA DENTAL CARE,Dental care,2,Y,,31272,"If no, what are the barriers?",1,8,,,,,,,,
1006,EHC ONCBCN HEMATOLOGY T HEMOPHILIA DENTAL CARE,Dental care,3,Y,,31273,Did the patient follow the treatment plan?,1,8,,,,,,,,
1006,EHC ONCBCN HEMATOLOGY T HEMOPHILIA DENTAL CARE,Dental care,4,Y,,31274,Was there abnormal bleeding?,1,8,,,,,,,,
1006,EHC ONCBCN HEMATOLOGY T HEMOPHILIA DENTAL CARE,Dental care,5,Y,,31818,Describe the abnormal bleeding,1,2,,,,,,,,
1007,EHC ONCBCN HEMATOLOGY T HEMOPHILIA CARRIER CURRENT STATUS,Hemophilia carrier,1,N,,9013,"Factor IX Concentration at Diagnosis (U/mL), One-Stage Method",1,2,,,,,,,,
1007,EHC ONCBCN HEMATOLOGY T HEMOPHILIA CARRIER CURRENT STATUS,Hemophilia carrier,2,Y,,9001,The First of Which Occurred on,1,9,,,,,,,,
1007,EHC ONCBCN HEMATOLOGY T HEMOPHILIA CARRIER CURRENT STATUS,Hemophilia carrier,4,N,,27967,"Exercise equipment in my house or housing community (e.g. treadmill, free weights)",1,8,,,,,,,,
1010,EHC ONCBCN JOINT PAIN HEMOPHILIA,Pain,2,Y,,31285,Is pain chronic?,1,8,,,,,,,,
1010,EHC ONCBCN JOINT PAIN HEMOPHILIA,Pain,3,Y,,31723,Do you avoid any of the following activities due to pain?,1,8,,,,,,,,
1010,EHC ONCBCN JOINT PAIN HEMOPHILIA,Pain,4,Y,,31281,Other pain management regimen?,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,2,Y,,31185,Other Diagnosis,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,3,Y,,8931,Severity,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,4,Y,,31183,Baseline Level,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,5,Y,,31184,Assay,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,6,Y,,31047,ISTH BAT Score at Diagnosis,1,1,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,7,Y,,30934,PFD Type,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,8,Y,,30933,VWD Type,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,9,Y,,31048,Details about bleeding event if known,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,10,Y,,31050,What gene(s) was tested?,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,11,Y,,31051,In what laboratory was the genetic testing performed,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,12,Y,,31052,Result of genetic testing,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,13,Y,,31053,Describe VUS,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,14,Y,,9087,Pathogenic Variant,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,15,Y,,31054,Describe non-pathogenic mutation,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,16,Y,,31057,Platelet aggregation results,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,17,Y,,31058,Date of platelet aggregation results,1,9,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,18,Y,,31059,Platelet ATP release results,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,19,Y,,31060,Date of platelet ATP Release test performed,1,9,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,20,Y,,31061,Platelet electron microscopy (PTEM),1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,21,Y,,31062,Date PTEM performed,1,9,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,22,Y,,8933,Specify the Causal Mutation,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,23,Y,,28823,Specify the codon and exon of the mutation if known,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,24,Y,,31055,Other variants detected,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,25,Y,,31675,Mutation (DNA Level),1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,26,Y,,31676,Mutation (Protein Level),1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,27,Y,,31065,Immunosuppressive therapy (IST) started,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,28,Y,,31066,Initial IST Date Start,1,9,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,29,Y,,31067,Initial IST Date End,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,30,Y,,31068,IST Medications used,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,31,Y,,31069,Total dose of cyclophosphamide received,1,1,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,32,Y,,31678,Acquired Hemophilia Status,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,33,Y,,31679,Remission Date,1,9,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,35,Y,,31070,Stage 3 or 4 Fibrosis,1,8,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,36,Y,,31186,Genotype,1,2,,,,,,,,
1011,EHC ONCBCN BASELINE CLINIC HEMOPHILIA,Clinical,37,Y,,31071,HCC Screening Managed by,1,8,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,2,Y,,31276,Current Occupation,1,2,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,3,Y,,31277,Which apply?,1,8,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,4,Y,,8922,What does the patient attribute early retirement to?,1,8,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,5,Y,,31278,Are you also a full-time student?,1,8,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,6,Y,,8921,Reason for Part-Time,1,8,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,7,Y,,31821,To what does the patient attribute working less than they want to?,1,2,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,9,Y,,31362,Who lives in your household?,1,8,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,10,Y,,31364,Other,1,2,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,11,Y,,31365,Other,1,2,,,,,,,,
1012,EHC ONCBCN NEW DEVELOPMENTS HEMOPHILIA,Social Factors,12,Y,,31369,Is there a release of information completed for you care partner?,1,8,,,,,,,,
1013,EHC ONCBCN ADMINISTRATIVE HEMOPHILIA,Comorbidities,2,Y,,31375,Last Dexa Date,1,9,,,,,,,,
1013,EHC ONCBCN ADMINISTRATIVE HEMOPHILIA,Comorbidities,3,Y,,31376,Planned next DEXA (year),1,1,,,,,,,,
1013,EHC ONCBCN ADMINISTRATIVE HEMOPHILIA,Comorbidities,4,Y,,24691,Receiving treatment?,1,8,,,,,,,,
1013,EHC ONCBCN ADMINISTRATIVE HEMOPHILIA,Comorbidities,5,Y,,24692,Managed by,1,8,,,,,,,,
1013,EHC ONCBCN ADMINISTRATIVE HEMOPHILIA,Comorbidities,7,Y,,31379,HCC Screening Managed by,1,8,,,,,,,,
1013,EHC ONCBCN ADMINISTRATIVE HEMOPHILIA,Comorbidities,9,Y,,31386,What formulation of oral iron was tolerated,1,2,,,,,,,,
1014,EHC ONCBCN TREATMENT HEMOPHILIA,Current Treatment,2,Y,,31191,Prophylaxis treatment product,1,8,,,,,,,,
1014,EHC ONCBCN TREATMENT HEMOPHILIA,Current Treatment,3,Y,,31192,"Number of factor infusions since the last visit, or past 12 months if last visit more than 12 months ago",1,2,,,,,,,,
1014,EHC ONCBCN TREATMENT HEMOPHILIA,Current Treatment,4,Y,,31193,Date of last infusion,1,9,,,,,,,,
1014,EHC ONCBCN TREATMENT HEMOPHILIA,Current Treatment,5,Y,,31711,Time of last infusion,1,10,,,,,,,,
1014,EHC ONCBCN TREATMENT HEMOPHILIA,Current Treatment,10,Y,,9055,Specify,1,2,,,,,,,,
1014,EHC ONCBCN TREATMENT HEMOPHILIA,Current Treatment,16,Y,,31195,Type of Infusion Log,1,2,,,,,,,,
1014,EHC ONCBCN TREATMENT HEMOPHILIA,Current Treatment,18,Y,,31394,Number of lifetime exposure days to factor,1,1,,,,,,,,
1016,EHC ONCBCN GENE THERAPY REGISTRY HEMOPHILIA,Gene Therapy Registry Baseline,3,Y,,9050,Specify other vector product,1,2,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,13,Y,,35242,Number of intracranial hemorrhage(s),1,1,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,14,Y,,35243,Date(s) of intracranial hemorrhage(s),1,2,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,15,Y,,35244,Location of ICH,1,8,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,16,Y,,35245,Treated or Untreated?,1,8,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,20,Y,,31355,Number of ER Visits for bleeding,1,1,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,21,Y,,31356,Reason for going to the ED,1,8,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,22,Y,,31358,Number of admissions due to bleeding,1,1,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,23,Y,,31673,Where,1,2,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,24,Y,,35299,Did you receive a hemostatic treatment plan?,1,8,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,25,Y,,35300,Why,1,2,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,26,Y,,35301,Abnormal post-surgical bleeding?,1,8,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,27,Y,,35302,Number of abnormal post-surgical bleeding episodes,1,1,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,28,Y,,35303,Number of treated abnormal post-surgical bleeding episodes,1,1,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,29,Y,,35306,Post-partum hemorrhage?,1,8,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,30,Y,,35307,Number of post-partum hemorrhage episodes,1,1,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,31,Y,,35308,Number of treated post-partum hemorrhage episodes,1,1,,,,,,,,
1017,EHC ONCBCN BLEEDING HEMOPHILIA,Bleeding,32,Y,,35310,Describe the postpartum hemorrhage,1,2,,,,,,,,
1018,EHC ONCBCN HISTORY HEMOPHILIA,Disease History,2,Y,,31187,Other hemostasis treatment,1,2,,,,,,,,
1018,EHC ONCBCN HISTORY HEMOPHILIA,Disease History,4,Y,,25725,Recombinant factor,1,8,,,,,,,,
1018,EHC ONCBCN HISTORY HEMOPHILIA,Disease History,5,Y,,25727,Plasma derivative,1,8,,,,,,,,
1018,EHC ONCBCN HISTORY HEMOPHILIA,Disease History,7,Y,,25731,Specify the product causing the allergy and the type of reaction,1,2,,,,,,,,
1020000201,OB PHYSICAL ASSESSMENT NAV,Physical Assessment,1,N,,1020000201,Preeclampsia Assessment,1,8,,,,,,,,
1020000201,OB PHYSICAL ASSESSMENT NAV,Physical Assessment,3,N,,304360,Neuro (WDL),1,8,,,,,,,,
1020000201,OB PHYSICAL ASSESSMENT NAV,Physical Assessment,11,N,,305410,Respiratory (WDL),1,8,,,,,,,,
1020000201,OB PHYSICAL ASSESSMENT NAV,Physical Assessment,35,N,,304460,Psychosocial (WDL),1,8,,,,,,,,
1020010002,IP OB ANTEPARTUM ASSESSMENT,L&D/APU Assessment,11,N,,305500,Charting Type,1,8,,,,,,,,
1020010002,IP OB ANTEPARTUM ASSESSMENT,L&D/APU Assessment,13,N,,304360,Neuro (WDL),1,8,,,,,,,,
1020010002,IP OB ANTEPARTUM ASSESSMENT,L&D/APU Assessment,21,N,,305410,Respiratory (WDL),1,8,,,,,,,,
1020010002,IP OB ANTEPARTUM ASSESSMENT,L&D/APU Assessment,39,N,,304460,Psychosocial (WDL),1,8,,,,,,,,
1020010004,OB RECOVERY,Recovery,14,N,,1020100024,Family Bonding,1,8,,,,,,,,
1020010012,OB TELEPHONE ENCOUNTER NAV,OB Telephone Encounter,1,,,1020100265,Patient advised to come in?,1,8,,,,,,,,
1020010032,MFM RECOVERY,Recovery,1,N,,301860,Level of Consciousness,1,8,,,,,,,,
1020010032,MFM RECOVERY,Recovery,9,N,,700590,Cognitive/Perceptual (WDL),1,8,,,,,,,,
1020010032,MFM RECOVERY,Recovery,12,N,,305410,Respiratory (WDL),1,8,,,,,,,,
1020010032,MFM RECOVERY,Recovery,14,Y,,302590,Cough,1,8,,,,,,,,
1020010032,MFM RECOVERY,Recovery,17,Y,,3040102607,Vent Mode,1,8,,,,,,366,,
1020010032,MFM RECOVERY,Recovery,18,Y,,3040102891,Daily Awakening Trials Performed,1,8,,,,,,,,
1020010032,MFM RECOVERY,Recovery,19,Y,,7090010,Ramsay Scale (RS): Score,1,8,,,,,,,,
1020010032,MFM RECOVERY,Recovery,20,Y,,3040102892,Daily Assessment of Readiness to Extubate,1,8,,,,,,,,
1031,T EHC NEUROFLOW ACCOUNT PROGRAM STATUSES,NeuroFlow Account and Program Statuses,1,N,,29275,NeuroFlow Account Status,1,8,,,,,,,,
1031,T EHC NEUROFLOW ACCOUNT PROGRAM STATUSES,NeuroFlow Account and Program Statuses,2,N,,29851,NeuroFlow COCM Program Status,1,8,,,,,,,,
1039,T EHC AMB MIBS-4,MIBS-4,1,N,,30883,How often do you have migraines?,1,8,,,,,,,,
1040,HP CARE CONNECT ASSESSMENT 1,Care Connect Assessment,17,N,,30700,Personal Safety Comments,1,2,,,,,,,,
1070000001,ENDOSCOPY INTRAPROCEDURE VITALS,Intraprocedure Vitals,13,N,,301320,Cardiac Rhythm,1,8,,,,,,,,
10701000001,OR POSTOP CALL COMPLETE NAV,Call Complete,1,,,10701000005,Post-Op Call Complete,1,3,,,,,,,,
10701000007,GI INTRAOP VITALS,Vitals and Ramsay Score,2,N,,3040104280,Pain Score,1,8,,,,,,,,
10701000007,GI INTRAOP VITALS,Vitals and Ramsay Score,4,N,,7090010,Ramsay Scale (RS): Score,1,8,,,,,,,,
10701000014,OR PACU PEDIATRIC FLOWSHEET,Peds PACU,30,Y,,302590,Cough,1,8,,,,,,,,
10701000024,GI GENERAL ASSESSMENT,GI General Assessment,19,Y,,1020100633,Chest Circumference,1,12,,0,200,,,,,
10701000024,GI GENERAL ASSESSMENT,GI General Assessment,22,N,,10701000210,Tolerating PO Fluids,1,8,,,,,,,,
10701000024,GI GENERAL ASSESSMENT,GI General Assessment,25,Y,,3040101209,Relieved by,1,8,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,1,N,,31686,Proxy Access Type,1,8,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,2,N,,31609,First Name,1,2,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,3,N,,31615,Last Name,1,2,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,4,N,,31621,Teen Birthdate,1,9,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,5,Y,,31618,Street Address,1,2,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,6,N,,31620,ZIP Code,1,2,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,7,N,,31611,Teen Mobile Number,1,2,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,8,Y,,31612,Teen E-Mail Address,1,2,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,9,Y,,31613,Teen Availability,1,8,,,,,,,,
1076,T MYC PROXY REQUEST QTNR FORM,MyChart Expanded Teen Proxy Access Request,10,N,,31614,Proxy Guardian Consent,1,8,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,2,Y,,31063,Transient inhibitor (present < 6 months without treatment),1,8,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,3,Y,,31064,Received ITI,1,8,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,4,Y,,9017,Peak inhibitor titer (Pre-ITI),1,2,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,5,Y,,8934,Half-life at end of ITI,1,1,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,6,Y,,8935,ITI Start date,1,9,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,7,Y,,9015,ITI end date,1,9,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,8,Y,,25736,ITI treatment product,1,2,,,,,,,,
1087,EHC ONCBCN INHIBITOR HISTORY,Inhibitor Status,9,Y,,9016,ITI Outcome,1,8,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,1,N,,35354,Date Range,1,2,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,2,N,,35355,Percent Captured,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,3,N,,35356,Percent Time in Range 70-180 mg/dL,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,4,N,,35357,Percent Time Below Range < 70 (54-69) mg/dL,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,5,N,,35358,Percent Time Below Range < 54 mg/dL,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,6,N,,35359,Percent Time Above Range > 180 (181-250) mg/dL,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,7,N,,35360,Percent Time Above Range > 250 mg/dL,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,8,N,,35361,GMI %,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,9,N,,35362,Coefficient of Variation %,1,1,,,,,,,,
1091,T EHC AMB DEXCOM CGM REMOTE PATIENT MONITORING,Dexcom CGM Remote Patient Monitoring,10,N,,35363,Average Glucose mg/dL,1,1,,,,,,,,
112,MYCHART BLOOD PRESSURE FLOWSHEET,Blood Pressure Tracking,1,N,,1320,Systolic,1,1,,0,,,,,,
112,MYCHART BLOOD PRESSURE FLOWSHEET,Blood Pressure Tracking,2,N,,1321,Diastolic,1,1,,0,,,,,,
1120000000,AN OB EPIDURAL TIMELINE FLT 1,,1,,,5,BP,1,4,,0,500,,,,,
