source_concept_code,source_description,fca_concept_id,reason,intent,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
1542101126,Clinical Impressions,C0000.00,no_clinical_attributes,,string,,,,,T EHC HBFF SUBSTANCE USE ASSESSMENT,Recommendations,1
18500,"Daily activities (work, driving, social)",C0000.00,no_clinical_attributes,,custom_list,,,,1|2|3|4|5|6|7,T EHC AMB NEURO QOLIE-10-P,Part C. Rate importance of topics,1
18502,"Medication effects (physical, mental)",C0000.00,no_clinical_attributes,,custom_list,,,,1|2|3|4|5|6|7,T EHC AMB NEURO QOLIE-10-P,Part C. Rate importance of topics,1
18503,Worry about fits (impact of fits),C0000.00,no_clinical_attributes,,custom_list,,,,1|2|3|4|5|6|7,T EHC AMB NEURO QOLIE-10-P,Part C. Rate importance of topics,1
18504,Overall quality of life,C0000.00,no_clinical_attributes,,custom_list,,,,1|2|3|4|5|6|7,T EHC AMB NEURO QOLIE-10-P,Part C. Rate importance of topics,1
18515,Uncontrollable movements of your neck preventing your head from being straight?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Head & Neck Symptoms,1
18516,Twisting of the neck?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Head & Neck Symptoms,1
18517,Inability to control your head?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Head & Neck Symptoms,1
18518,Tension in your neck?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Head & Neck Symptoms,1
18519,Straining in your neck?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Head & Neck Symptoms,1
18520,Stiffness in your neck?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Head & Neck Symptoms,1
18521,Aching in your shoulders?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Pain & Discomfort Symptoms,1
18523,Neck and shoulders being tired?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Pain & Discomfort Symptoms,1
18524,Tightness in your neck?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Pain & Discomfort Symptoms,1
18525,Tightness in your shoulders?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Pain & Discomfort Symptoms,1
18534,Limited your ability to walk?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18535,Limited your ability to climb up and down stairs?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18536,Limited how far you are able to walk?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18537,Increased the effort needed for you to walk?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18538,Slowed down your walking?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18539,Affected how smoothly you walk?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18540,Made you concentrate on your walking?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18541,Made you feel unsafe walking up and down stairs?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18542,Made you feel unsteady walking?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Walking,1
18543,Limits in the type of work or other activities?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18544,Carrying heavy objects?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18545,Carrying light objects?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18546,Heavy household chores?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18547,Light household chores?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18548,Cleaning the house?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18549,Cooking?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18550,Getting tired when doing demanding physical activities?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18551,Getting tired when doing light physical activities?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Upper Limb Activities,1
18552,Have trouble falling asleep because of the,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Sleep,1
18553,Have a restless sleep because of the,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Sleep,1
18554,Wake up because of the symptoms of your,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Sleep,1
18555,Not get the amount of sleep that you needed,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Sleep,1
18556,Enjoyment of social situations?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18557,Socialising with friends of family?,C0000.00,no_clinical_attributes,,custom_list,,,,Not at all|A little|Moderately|Quite a bit|Extremely,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18558,Angry?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18559,Annoyed?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18560,Irritated?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18561,Aggravated?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18562,Fed up?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18563,Frustrated?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18564,Stressed?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18565,Impatient?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Annoyance,1
18566,Upset?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Mood,1
18567,Worried?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Mood,1
18568,Anxious?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Mood,1
18569,Scared?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Mood,1
18570,Fearful?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Mood,1
18571,Depressed?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Mood,1
18572,Down?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Mood,1
18573,More self-conscious in social situations?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18574,Uneasy talking to strangers?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18575,Less relaxed in social situations?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18576,"Embarrassed about eating in public (e.g. cafe, restaurant)?",C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18577,"Embarrassed going out in public (e.g. cinema, theatre)?",C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18578,Everybody is staring at you?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18579,Lack of confidence?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18580,Lack of self-confidence?,C0000.00,no_clinical_attributes,,custom_list,,,,None of the time|A little of the time|Some of the time|Most of the time|All of the time,T EHC AMB NEURO CDIP-58,Psychosocial Functioning,1
18582,"Is the participant drowsy and lethargic during the day, despite getting enough sleep the night before?",C0000.00,no_clinical_attributes,,custom_list,,,,No|Yes|Unknown,T EHC AMB NEURO MAYO FLUCTUATIONS SCALE,Please mark the answer that best describes the participant within the past 6 months,1
18584,Does the participant sleep 2 or more hours during the day (before 7:00 p.m.)?,C0000.00,no_clinical_attributes,,custom_list,,,,No|Yes|Unknown,T EHC AMB NEURO MAYO FLUCTUATIONS SCALE,Please mark the answer that best describes the participant within the past 6 months,1
18585,"Are there times when the participants flow of ideas is disorganized, unclear, or not logical?",C0000.00,no_clinical_attributes,,custom_list,,,,No|Yes|Unknown,T EHC AMB NEURO MAYO FLUCTUATIONS SCALE,Please mark the answer that best describes the participant within the past 6 months,1
18586,Does the participant tend to stare into space for long periods of time?,C0000.00,no_clinical_attributes,,custom_list,,,,No|Yes|Unknown,T EHC AMB NEURO MAYO FLUCTUATIONS SCALE,Please mark the answer that best describes the participant within the past 6 months,1
2103001051,"In the past month, how often have you had trouble tolerating cold?",C0000.00,no_clinical_attributes,,custom_list,,,,Never|Never|Sometimes|Sometimes|Regularly|Regularly|Often|Often,T EHC AMB NEURO SLEEP SCOPA AUT,SCOPA AUT GROUP3,1
2103001052,"In the past month, how often have you had trouble tolerating heat?",C0000.00,no_clinical_attributes,,custom_list,,,,Never|Never|Sometimes|Sometimes|Regularly|Regularly|Often|Often,T EHC AMB NEURO SLEEP SCOPA AUT,SCOPA AUT GROUP3,1
23897,*Target outcome,C0000.00,no_clinical_attributes,,custom_list,,,,Initiated|Making progress|Achieved - continue to monitor|Completed - select new target|Failed,RXSP GENERAL NEUROLOGY FOLLOW UP|RXSP GENERAL NEUROLOGY INITIAL,Follow-Up Assessment|Initial Assessment,2
23898,Additional targets/goals of care,C0000.00,no_clinical_attributes,,custom_list,,,,Reduction in seizures|Seizure disorder managed|Reduction in symptoms|Falls managed|LFTs WNL|WBC WNL|Other,RXSP GENERAL NEUROLOGY FOLLOW UP|RXSP GENERAL NEUROLOGY INITIAL,Follow-Up Assessment|Initial Assessment,2
23899,Other additional target,C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL NEUROLOGY FOLLOW UP|RXSP GENERAL NEUROLOGY INITIAL,Follow-Up Assessment|Initial Assessment,2
23900,Failed target outcome - **Follow up with patient**,C0000.00,no_clinical_attributes,,string,,,,,RXSP HYPERTROPHIC CARDIOMYOPATHY FOLLOW UP|RXSP HYPERTROPHIC CARDIOMYOPATHY INITIAL,Follow Up Assessment|Initial Assessment,2
23901,Target comment(s),C0000.00,no_clinical_attributes,,string,,,,,RXSP HYPERTROPHIC CARDIOMYOPATHY FOLLOW UP|RXSP HYPERTROPHIC CARDIOMYOPATHY INITIAL,Follow Up Assessment|Initial Assessment,2
23902,Target due date,C0000.00,no_clinical_attributes,,string,,,,,RXSP HYPERTROPHIC CARDIOMYOPATHY FOLLOW UP|RXSP HYPERTROPHIC CARDIOMYOPATHY INITIAL,Follow Up Assessment|Initial Assessment,2
23903,Failed target outcome - **Follow up with patient**,C0000.00,no_clinical_attributes,,string,,,,,RXSP HEART FAILURE FOLLOW UP|RXSP HEART FAILURE INITIAL,Follow-Up Assessment|Initial Assessment,2
23904,Target comment(s),C0000.00,no_clinical_attributes,,string,,,,,RXSP HEART FAILURE FOLLOW UP|RXSP HEART FAILURE INITIAL,Follow-Up Assessment|Initial Assessment,2
23905,Target due date,C0000.00,no_clinical_attributes,,string,,,,,RXSP HEART FAILURE FOLLOW UP|RXSP HEART FAILURE INITIAL,Follow-Up Assessment|Initial Assessment,2
23906,Failed target outcome - **Follow up with patient**,C0000.00,no_clinical_attributes,,string,,,,,RXSP CARDIAC AMYLOID FOLLOW UP|RXSP CARDIAC AMYLOID INITIAL,Follow-Up Assessment|Initial Assessment,2
23907,Target comment(s),C0000.00,no_clinical_attributes,,string,,,,,RXSP CARDIAC AMYLOID FOLLOW UP|RXSP CARDIAC AMYLOID INITIAL,Follow-Up Assessment|Initial Assessment,2
23908,Target due date,C0000.00,no_clinical_attributes,,string,,,,,RXSP CARDIAC AMYLOID FOLLOW UP|RXSP CARDIAC AMYLOID INITIAL,Follow-Up Assessment|Initial Assessment,2
23909,Failed target outcome - **Follow up with patient**,C0000.00,no_clinical_attributes,,string,,,,,RXSP PREVENTIVE CARDIOLOGY FOLLOW UP|RXSP PREVENTIVE CARDIOLOGY INITIAL,Follow Up Assessment|Initial Assessment,2
23910,Target comment(s),C0000.00,no_clinical_attributes,,string,,,,,RXSP PREVENTIVE CARDIOLOGY FOLLOW UP|RXSP PREVENTIVE CARDIOLOGY INITIAL,Follow Up Assessment|Initial Assessment,2
23911,Target due date,C0000.00,no_clinical_attributes,,string,,,,,RXSP PREVENTIVE CARDIOLOGY FOLLOW UP|RXSP PREVENTIVE CARDIOLOGY INITIAL,Follow Up Assessment|Initial Assessment,2
23912,Failed target outcome - **Follow up with patient**,C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL NEUROLOGY FOLLOW UP|RXSP GENERAL NEUROLOGY INITIAL,Follow-Up Assessment|Initial Assessment,2
23913,Target comment(s),C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL NEUROLOGY FOLLOW UP|RXSP GENERAL NEUROLOGY INITIAL,Follow-Up Assessment|Initial Assessment,2
23914,Target due date,C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL NEUROLOGY FOLLOW UP|RXSP GENERAL NEUROLOGY INITIAL,Follow-Up Assessment|Initial Assessment,2
23916,*Target/Goals of Care,C0000.00,no_clinical_attributes,,custom_list,,,,Reduction in symptoms|Improvement in labs|Minimize ADRs|Other,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23917,Other target,C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23918,*Target outcome,C0000.00,no_clinical_attributes,,custom_list,,,,Initiated|Making progress|Achieved - continue to monitor|Completed - select new target|Failed,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23919,Additional target/goals of Care,C0000.00,no_clinical_attributes,,custom_list,,,,Reduction in symptoms|Improvement in labs|Minimize ADRs|Other,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23920,Other additional target,C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23921,Failed target outcome - **Follow up with patient**,C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23922,Target comment(s),C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23923,Target due date,C0000.00,no_clinical_attributes,,string,,,,,RXSP GENERAL CLINICAL PHARMACY CONSULT FOLLOW UP|RXSP GENERAL CLINICAL PHARMACY CONSULT INITIAL,Follow Up Assessment|Initial Assessment,2
23930,Concentrating,C0000.00,no_clinical_attributes,,custom_list,,,,"No Difficulty|0|4|Yes, a little difficulty|3|Yes, moderate difficulty|2|Yes, extreme difficulty|1",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23931,Remembering,C0000.00,no_clinical_attributes,,custom_list,,,,"No difficulty|Yes, a little difficulty|Yes, moderate difficulty|Yes, extreme difficulty",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23932,Relationships Affected,C0000.00,no_clinical_attributes,,custom_list,,,,"No|Yes, a little|Yes, moderately|Yes, extremely",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23933,Activity in Morning,C0000.00,no_clinical_attributes,,custom_list,,,,"I don't do this activity for other reasons|No difficulty|Yes, a little difficulty|Yes, moderate difficulty|Yes, extreme difficulty",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23934,Activity in Evening,C0000.00,no_clinical_attributes,,custom_list,,,,"I don't do this activity for other reasons|No difficulty|Yes, a little difficulty|Yes, moderate difficulty|Yes, extreme difficulty",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23935,Driving Short Distance,C0000.00,no_clinical_attributes,,custom_list,,,,"I don't do this activity for other reasons|No difficulty|Yes, a little difficulty|Yes, moderate difficulty|Yes, extreme difficulty",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23937,Driving Long Distance,C0000.00,no_clinical_attributes,,custom_list,,,,"I don't do this activity for other reasons|No difficulty|Yes, a little difficulty|Yes, moderate difficulty|Yes, extreme difficulty",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23938,Watching Movies,C0000.00,no_clinical_attributes,,custom_list,,,,"I don't do this activity for other reasons|No difficulty|Yes, a little difficulty|Yes, moderate difficulty|Yes, extreme difficulty",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23939,Visit in their home,C0000.00,no_clinical_attributes,,custom_list,,,,"I don't do this activity for other reasons|No difficulty|Yes, a little difficulty|Yes, moderate difficulty|Yes, extreme difficulty",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
23940,Desire Intimacy,C0000.00,no_clinical_attributes,,custom_list,,,,"I don't engage in sexual activity for other reasons|No|Yes, a little|Yes, moderately|Yes, extremely",T EHC AMB SLEEP FOSQ-10,FOSQ-10,1
24002,"Overall, how much of a problem has your urinary function been for you?",C0000.00,no_clinical_attributes,,custom_list,,,,No problem|Very small|Small|Moderate|Big,T ONC MYCHART EXPANDED PROSTATE CANCER INDEX COMPOSITE FOR CLINICAL PRACTICE (EPIC-CP),Urinary Function,1
24003,Which of the following best describes your urinary control?,C0000.00,no_clinical_attributes,,custom_list,,,,Total control|Total control|Occasional dribbling|Occasional dribbling|Frequent dribbling|Frequent dribbling|No urinary control|No urinary control,T ONC MYCHART EXPANDED PROSTATE CANCER INDEX COMPOSITE FOR CLINICAL PRACTICE (EPIC-CP),Urinary Function,1
2400441,Patient identifiers (pick three),C0000.00,no_clinical_attributes,,custom_list,,,,Name|Medical Record Number|Date of Birth|Other (enter comment),APHERESIS COMPREHENSIVE,"Time out|Time out (LDL)|Time out (TPE, RBCx, ECP, CMNC, WBCd)",1
2400442,Consent signed and verified,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,APHERESIS COMPREHENSIVE,"Time out (LDL)|Time out (TPE, RBCx, ECP, CMNC, WBCd)",1
2400443,Orders verified,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,APHERESIS COMPREHENSIVE,"Time out (LDL)|Time out (TPE, RBCx, ECP, CMNC, WBCd)",1
2400445,ACE inhibitors D/C'd 24 hrs prior,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No|Not Applicable,APHERESIS COMPREHENSIVE,"Time out|Time out (LDL)|Time out (TPE, RBCx, ECP, CMNC, WBCd)",1
24005774,Tubing Kit Lot Number,C0000.00,no_clinical_attributes,,string,,,,,APHERESIS COMPREHENSIVE,"Procedure Kit (ECP)|Procedure Kit (LDL)|Procedure Kit (TPE, RBCx, CMNC, WBCd)",1
24005775,Expiration date,C0000.00,no_clinical_attributes,,multi_select,,,,,APHERESIS COMPREHENSIVE,"Procedure Kit (ECP)|Procedure Kit (LDL)|Procedure Kit (TPE, RBCx, CMNC, WBCd)",1
24005780,Access,C0000.00,no_clinical_attributes,,custom_list,,,,CVL|VasCath|Permacath|Port|Peripheral|Other (Enter Comment),APHERESIS COMPREHENSIVE,"Access/replacement fluid (TPE, RBCx, ECP, CMNC, WBCd)",1
24005781,Replacement Fluid Type,C0000.00,no_clinical_attributes,,custom_list,,,,5 % Albumin|Fresh Frozen Plasma|Fresh Frozen Plasma and 5 % Albumin|Red Blood Cells|NaCl|N/A|Other (enter comment),APHERESIS COMPREHENSIVE,"Access/replacement fluid (TPE, RBCx, ECP, CMNC, WBCd)",1
24005783,Blood warmer used,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No,APHERESIS COMPREHENSIVE,"Blood warmer used (TPE, RBCx, LDL, CMNC, WBCd)",1
24005820,Serial number,C0000.00,no_clinical_attributes,,custom_list,,,,1P01715|EUH 1P01715|1P03966|EUH 1P03966|1P05393|EUH 1P05393|1P02363|EUH 1P02363|1P01323|EUH 1P01323|EUH 1P03963|1P03963|1P03230|EUH 1P03230|1PO3363|EUH 1PO3363|EUH 1P03364|1P03364|1P03969|EUH 1P03969|1P02972|EUH 1P02972|Other (Enter Comment)|EUHM 1PO3314|EUHM 1PO3795|EUHM 1PO2926|EUHM 1PO2927|EDH IPO-8727|EDH IPO-8728|Other (Enter Comment),APHERESIS COMPREHENSIVE,"Optia used (TPE, RBCx, CMNC, WBCd)",1
24005821,Run time,C0000.00,no_clinical_attributes,,string,,,,,APHERESIS COMPREHENSIVE,Initial predicted procedure values,1
24005825,Inlet AC ratio,C0000.00,no_clinical_attributes,,string,,,,,APHERESIS COMPREHENSIVE,Target run values with start/change (RBCx),1
24005836,Inlet AC ratio,C0000.00,no_clinical_attributes,,string,,,,,APHERESIS COMPREHENSIVE,"Patient run to be charted q30min (TPE, RBCx, ECP, LDL, CMNC, WBCd)",1
24005844,Start Time,C0000.00,no_clinical_attributes,,text,,,,,APHERESIS COMPREHENSIVE,Final Values (TPE),1
24005845,End Time,C0000.00,no_clinical_attributes,,text,,,,,APHERESIS COMPREHENSIVE,Final Values (TPE),1
24006,History of Present Illness,C0000.00,no_clinical_attributes,,string,,,,,RXSP CARDIAC AMYLOID INITIAL,Initial Assessment,1
24096,I am embarrassed by my eating habits.,C0000.00,no_clinical_attributes,,custom_list,,,,Strongly Agree|Agree|No Opinion|Disagree|Strongly Disagree,T MDADI HEAD AND NECK,Head and Neck - MDADI,1
24097,People have difficulty cooking for me.,C0000.00,no_clinical_attributes,,custom_list,,,,Strongly Agree|Agree|No Opinion|Disagree|Strongly Disagree,T MDADI HEAD AND NECK,Head and Neck - MDADI,1
24099,I do not feel self-conscious when I eat.,C0000.00,no_clinical_attributes,,custom_list,,,,Strongly Agree|Agree|No Opinion|Disagree|Strongly Disagree,T MDADI HEAD AND NECK,Head and Neck - MDADI,1
24106,"People ask me, “Why can’t you eat that?”",C0000.00,no_clinical_attributes,,custom_list,,,,Strongly Agree|Agree|No Opinion|Disagree|Strongly Disagree,T MDADI HEAD AND NECK,Head and Neck - MDADI,1
24107,Other people are irritated by my eating problem.,C0000.00,no_clinical_attributes,,custom_list,,,,Strongly Agree|Agree|No Opinion|Disagree|Strongly Disagree,T MDADI HEAD AND NECK,Head and Neck - MDADI,1
24110,"I feel free to go out to eat with my friends, neighbors, and relatives.",C0000.00,no_clinical_attributes,,custom_list,,,,Strongly Agree|Agree|No Opinion|Disagree|Strongly Disagree,T MDADI HEAD AND NECK,Head and Neck - MDADI,1
24115,I feel excluded because of my eating habits.,C0000.00,no_clinical_attributes,,custom_list,,,,Strongly Agree|Agree|No Opinion|Disagree|Strongly Disagree,T MDADI HEAD AND NECK,Head and Neck - MDADI,1
24303,Number of hemarthrosis of the other joint(s),C0000.00,no_clinical_attributes,,string,,,,,EHC ONCBCN BLEEDING HEMOPHILIA,Other Joint,1
24331,Total Daily Dose (mg),C0000.00,no_clinical_attributes,,string,,,,,RX VANCOMYCIN SINGLE LEVEL - AUC,Calculated Vancomycin Kinetic Parameters,1
24339,Bone Density,C0000.00,no_clinical_attributes,,custom_list,,,,Yes|No|Not Sure,T EHC AMB EXECUTIVE HEALTH HHQ,Preventative,1
24340,What was the approximate date of the procedure?,C0000.00,no_clinical_attributes,,multi_select,,,,,T EHC AMB EXECUTIVE HEALTH HHQ,Preventative,1
